"","location_code","location_name","Location_Category_Description","primary_address_line_1","State_code","LONGITUDE","LATITUDE","NTA_Name","Principal_phone_number","fax_number","community_school_sup_name"
"732","M050","P.S. 050 Vito Marcantonio","K-8","433 EAST 100 STREET","NY","-73.940919","40.785559","East Harlem South","212-860-5976","212-860-6071","ESTRELLA, ALEXANDRA"
"733","M051","P.S. 051 Elias Howe","Elementary","525 WEST 44TH STREET","NY","-73.995825","40.761487","Clinton","212-315-7160","212-315-7165","CHUMNEY, DONALDA"
"734","M052","Harold O. Levy School","Junior High-Intermediate-Middle","650 ACADEMY STREET","NY","-73.925464","40.865556","Marble Hill-Inwood","212-567-9162","212-942-4952","RAMIREZ, MANUEL"
"735","M054","J.H.S. 054 Booker T. Washington","Junior High-Intermediate-Middle","103 WEST 107 STREET","NY","-73.96327","40.8007","Morningside Heights","212-678-2861","212-316-0883","LOUGHLIN, CHRISTINE"
"736","M056","JHS 056 Corlears","Junior High-Intermediate-Middle","220 HENRY STREET","NY","-73.9863","40.7137","Lower East Side","212-962-7205","212-577-9785","Daniella Phillips"
"737","M057","James Weldon Johnson","K-8","176 EAST 115 STREET","NY","-73.941598","40.797205","East Harlem North","212-876-5522","212-860-6072","ESTRELLA, ALEXANDRA"
"738","M059","P.S. 059 Beekman Hill International","Elementary","231-249 EAST 56 STREET","NY","-73.967204","40.759248","Turtle Bay-East Midtown","212-888-7870","212-888-7872","CHUMNEY, DONALDA"
"739","M063","The STAR Academy - P.S.63","Elementary","121 EAST  3 STREET","NY","-73.986214","40.72444","East Village","212-674-3180","212-420-9018","CHAN, CARRY"
"740","M064","P.S. 064 Robert Simon","Elementary","600 EAST  6 STREET","NY","-73.981597","40.72313","Lower East Side","212-673-6510","212-477-2369","CHAN, CARRY"
"741","M065","Democracy Prep Endurance Charter School","Secondary School","250 WEST 127 STREET","NY","-73.948902","40.810499","Central Harlem North-Polo Grounds","212-316-7602","NULL","NULL"
"742","M068","KIPP Washington Heights Middle School","K-12 all grades","21 JUMEL PLACE","NY","-73.935815","40.839139","Washington Heights South","212-991-2620","NULL","NULL"
"743","M072","The Lexington Academy","K-8","131 EAST 104 STREET","NY","-73.94745","40.791444","East Harlem South","212-860-5831","212-860-6094","ESTRELLA, ALEXANDRA"
"744","M075","P.S. 075 Emily Dickinson","Elementary","735 WEST END AVENUE","NY","-73.973996","40.795109","Upper West Side","212-866-5400","212-866-5543","LOUGHLIN, CHRISTINE"
"745","M076","P.S. 076 A. Philip Randolph","K-8","220 WEST 121 STREET","NY","-73.951451","40.806534","Central Harlem South","212-678-2865","212-678-2867","LOUGHLIN, CHRISTINE"
"746","M077","P.S. 77 Lower Lab School","Elementary","1700 3 AVENUE","NY","-73.95042","40.785018","Upper East Side-Carnegie Hill","212-427-2798","212-423-0634","CHUMNEY, DONALDA"
"747","M079","P.S. M079 - Horan School","Secondary School","55 EAST 120 STREET","NY","-73.942009","40.802547","East Harlem North","212-369-3134","212-996-8307","LOUISSAINT, KETLER"
"748","M080","Manhattan Charter School II","Elementary","220 HENRY STREET","NY","-73.986051","40.713362","Lower East Side","212-964-3792","212-964-3795","NULL"
"749","M083","P.S. 083 Luis Munoz Rivera","Elementary","219 EAST 109 STREET","NY","-73.941955","40.793363","East Harlem North","212-860-5847","212-860-6073","ESTRELLA, ALEXANDRA"
"750","M084","P.S. 084 Lillian Weber","Elementary","32 WEST  92 STREET","NY","-73.968419","40.789479","Upper West Side","212-799-2534","212-501-9071","LOUGHLIN, CHRISTINE"
"751","M085","Global Community Charter School","Elementary","2350 5TH AVENUE","NY","-73.934951","40.81698","Central Harlem North-Polo Grounds","646-360-2363","NULL","NULL"
"752","M087","P.S. 087 William Sherman","Elementary","160 WEST  78 STREET","NY","-73.97802","40.78171","Upper West Side","212-678-2826","212-678-5886","LOUGHLIN, CHRISTINE"
"753","M088","JHS 088 Wadleigh","Junior High-Intermediate-Middle","215 WEST 114 STREET","NY","-73.9542","40.8022","Central Harlem South","212-749-5800","212-749-6463","Roser Salavert"
"754","M089","P.S. 89","Elementary","201 WARREN STREET","NY","-74.013967","40.71701","Battery Park City-Lower Manhattan","212-571-5659","212-571-0739","CHUMNEY, DONALDA"
"755","M090","I S 090 Mirabel Sisters","Junior High-Intermediate-Middle","21 JUMEL PLACE","NY","-73.9362","40.8393","Washington Heights South","212-927-8314","212-927-8334","Martha Madera"
"756","M092","P.S. 092 Mary McLeod Bethune","Elementary","222 WEST 134 STREET","NY","-73.945838","40.814917","Central Harlem North-Polo Grounds","212-690-5915","212-690-5920","RUX, DANIKA"
"757","M094","P.S. M094","K-12 all grades","55 BATTERY PLACE","NY","-74.017456","40.706384","Battery Park City-Lower Manhattan","212-266-5810","212-266-5811","LOUISSAINT, KETLER"
"758","M096","P.S. 096 Joseph Lanzetta","K-8","216 EAST 120 STREET","NY","-73.937179","40.79969","East Harlem North","212-860-5851","212-860-6074","ESTRELLA, ALEXANDRA"
"759","M098","P.S. 098 Shorac Kappock","Elementary","512 WEST 212 STREET","NY","-73.917814","40.867741","Marble Hill-Inwood","212-927-7870","212-569-1827","RAMIREZ, MANUEL"
"760","M099","JHS 099","Junior High-Intermediate-Middle","410 EAST 100 STREET","NY","-73.9425","40.7856","East Harlem South","212-860-5854","212-876-5359","Luz Cortazzo"
"761","M100","Neighborhood Charter School of Harlem","K-8","691 St Nicholas Avenue","NY","-73.945427","40.823676","Hamilton Heights","646-701-7117","NULL","NULL"
"762","M101","P.S. 101 Andrew Draper","Junior High-Intermediate-Middle","141 EAST 111 STREET","NY","-73.944546","40.796098","East Harlem South","212-860-5890","212-860-6075","CORTAZZO, LUZ"
"763","M102","P.S. 102 Jacques Cartier","Elementary","315 EAST 113 STREET","NY","-73.938418","40.795","East Harlem North","212-860-5834","212-860-6076","ESTRELLA, ALEXANDRA"
"764","M103","Dos Puentes Elementary School","Elementary","185 WADSWORTH AVENUE","NY","-73.933964","40.850561","Washington Heights North","212-781-1803","212-781-1809","RAMIREZ, MANUEL"
"765","M104","J.H.S. 104 Simon Baruch","Junior High-Intermediate-Middle","330 EAST  21 STREET","NY","-73.981034","40.735879","Gramercy","212-674-4545","212-477-2205","CHUMNEY, DONALDA"
"766","M108","P.S. 108 Assemblyman Angelo Del Toro Educational C","K-8","1615 MADISON AVENUE","NY","-73.947855","40.795032","East Harlem South","212-860-5803","212-860-6095","ESTRELLA, ALEXANDRA"
"767","M109","PS 109 Century","Elementary","410 EAST 100 STREET","NY","-73.9425","40.7856","East Harlem South","212-860-8940","212-876-5359","Luz Cortazzo"
"768","M110","P.S. 110 Florence Nightingale","Elementary","285 DELANCY STREET","NY","-73.9798","40.7162","Lower East Side","212-674-2690","212-475-5835","CHAN, CARRY"
"769","M111","P.S. 111 Adolph S. Ochs","Elementary","440 WEST  53 STREET","NY","-73.989776","40.76588","Clinton","212-582-7420","212-245-7236","CHUMNEY, DONALDA"
"770","M112","P.S. 112 Jose Celso Barbosa","Early Childhood","535 EAST 119 STREET","NY","-73.930528","40.796889","East Harlem North","212-860-5868","212-860-6077","ESTRELLA, ALEXANDRA"
"771","M114","East Side Middle School","Junior High-Intermediate-Middle","331 EAST 91ST STREET","NY","-73.947379","40.780452","Yorkville","212-360-0114","212-360-0121","CHUMNEY, DONALDA"
"772","M115","P.S. 115 Alexander Humboldt","Elementary","586 WEST 177 STREET","NY","-73.93514","40.846116","Washington Heights South","212-927-9233","212-795-4051","RAMIREZ, MANUEL"
"773","M116","P.S. 116 Mary Lindley Murray","Elementary","210 EAST  33 STREET","NY","-73.977906","40.744511","Murray Hill-Kips Bay","212-685-4366","212-696-1009","CHUMNEY, DONALDA"
"774","M117","Tito Puente Education Complex","Junior High-Intermediate-Middle","240 EAST 109 STREET","NY","-73.942285","40.792556","East Harlem South","212-860-5872","212-876-3782","CORTAZZO, LUZ"
"775","M123","P.S. 123 Mahalia Jackson","K-8","301 WEST 140 STREET","NY","-73.944551","40.820216","Central Harlem North-Polo Grounds","212-342-6200","212-690-5930","RUX, DANIKA"
"776","M124","P.S. 124 Yung Wing","Elementary","40 DIVISION STREET","NY","-73.996017","40.715097","Chinatown","212-966-7237","212-219-3069","CHUMNEY, DONALDA"
"777","M125","P.S. 125 Ralph Bunche","Elementary","425 WEST 123 STREET","NY","-73.955722","40.810793","Morningside Heights","212-666-6400","212-749-1291","RUX, DANIKA"
"778","M125","P.S. 125 Ralph Bunche","Elementary","425 WEST 123 STREET","NY","-73.955722","40.810793","Morningside Heights","212-666-6400","212-749-1291","RUX, DANIKA"
"779","M126","P.S. 126 Jacob August Riis","K-8","80 CATHERINE STREET","NY","-73.99742","40.710651","Chinatown","212-962-2188","212-349-7342","CHUMNEY, DONALDA"
"780","M128","P.S. 128 Audubon","Elementary","560 WEST 169 STREET","NY","-73.938701","40.841032","Washington Heights South","212-927-0607","212-781-8002","RAMIREZ, MANUEL"
"781","M129","P.S. 129 John H. Finley","K-8","425 WEST 130 STREET","NY","-73.95202","40.814914","Manhattanville","212-690-5932","212-690-5934","RUX, DANIKA"
"782","M130","P.S. 130 Hernando De Soto","Elementary","143 BAXTER STREET","NY","-73.998326","40.71866","SoHo-TriBeCa-Civic Center-Little Italy","212-226-8072","212-431-5524","CHUMNEY, DONALDA"
"783","M131","M.S. 131","Junior High-Intermediate-Middle","100 HESTER STREET","NY","-73.993607","40.716231","Chinatown","212-219-1204","212-925-6386","CHUMNEY, DONALDA"
"784","M132","P.S. 132 Juan Pablo Duarte","Elementary","185 WADSWORTH AVENUE","NY","-73.933964","40.850561","Washington Heights North","212-927-7857","212-568-8163","RAMIREZ, MANUEL"
"785","M133","P.S. 133 Fred R Moore","Elementary","2121 5 AVENUE","NY","-73.939178","40.809665","Central Harlem North-Polo Grounds","212-690-5936","212-690-5939","RUX, DANIKA"
"786","M134","P.S. 134 Henrietta Szold","Elementary","293 EAST BROADWAY","NY","-73.983854","40.714248","Lower East Side","212-673-4470","212-475-6142","CHAN, CARRY"
"787","M135","The Urban Assembly School for Emergency Management","High school","411 PEARL STREET","NY","-74.000851","40.711441","Chinatown","212-225-0998","212-225-0996","NULL"
"788","M137","P.S. 137 John L. Bernstein","Elementary","293 EAST BROADWAY","NY","-73.983854","40.714248","Lower East Side","646-602-2140","646-602-2146","PHILLIPS, DANIELLA"
"789","M138","P.S. 138","K-12 all grades","144-176 EAST 128 STREET","NY","-73.935461","40.805653","East Harlem North","212-369-2227","212-427-6608","LOUISSAINT, KETLER"
"790","M139","Stephen T. Mather Building Arts & Craftsmanship Hi","High school","439 WEST 49TH STREET","NY","-73.990318","40.763655","Clinton","212-399-3520","212-245-4669","NULL"
"791","M140","P.S. 140 Nathan Straus","K-8","123 RIDGE STREET","NY","-73.983769","40.719148","Lower East Side","212-677-4680","212-677-3907","CHAN, CARRY"
"792","M142","P.S. 142 Amalia Castro","Elementary","100 ATTORNEY STREET","NY","-73.984116","40.718121","Lower East Side","212-598-3800","212-598-3810","CHAN, CARRY"
"793","M143","J.H.S. 143 Eleanor Roosevelt","Junior High-Intermediate-Middle","511 WEST 182ND STREET","NY","-73.930991","40.849311","Washington Heights North","212-927-7739","212-781-5539","RAMIREZ, MANUEL"
"794","M145","P.S. 145, The Bloomingdale School","Elementary","150 WEST 105 STREET","NY","-73.965611","40.799098","Upper West Side","212-678-2857","212-222-4610","LOUGHLIN, CHRISTINE"
"795","M146","P.S. 146 Ann M. Short","Elementary","421 EAST 106 STREET","NY","-73.938727","40.789535","East Harlem South","212-860-5877","212-860-6078","ESTRELLA, ALEXANDRA"
"796","M148","Eagle Academy for Young Men of Harlem","Secondary School","6 EDGECOMBE AVENUE","NY","-73.947151","40.817228","Central Harlem North-Polo Grounds","212-694-6051","212-694-6053","RUX, DANIKA"
"797","M149","P.S. 149 Sojourner Truth","K-8","41 WEST 117 STREET","NY","-73.948088","40.802649","Central Harlem South","646-672-9020","212-360-5885","LOUGHLIN, CHRISTINE"
"798","M150","P.S. 150","Elementary","334 GREENWICH STREET","NY","-74.01088","40.71953","SoHo-TriBeCa-Civic Center-Little Italy","212-732-4392","212-766-5895","CHUMNEY, DONALDA"
"799","M151","Yorkville Community School","Elementary","421 EAST  88 STREET","NY","-73.947287","40.777948","Yorkville","212-722-5240","212-427-8069","CHUMNEY, DONALDA"
"800","M152","P.S. 152 Dyckman Valley","Elementary","93 NAGLE AVENUE","NY","-73.927578","40.859804","Washington Heights North","212-567-5456","212-942-6319","RAMIREZ, MANUEL"
"801","M153","P.S. 153 Adam Clayton Powell","Elementary","1750 AMSTERDAM AVENUE","NY","-73.947599","40.826514","Hamilton Heights","212-927-8611","212-234-4616","RAMIREZ, MANUEL"
"802","M154","P.S. 154 Harriet Tubman","Elementary","250 WEST 127 STREET","NY","-73.948902","40.810499","Central Harlem North-Polo Grounds","212-864-2400","212-864-3933","RUX, DANIKA"
"803","M155","P.S. 155 William Paca","Elementary","319 EAST 117 STREET","NY","-73.935895","40.797507","East Harlem North","212-860-5885","212-860-5856","ESTRELLA, ALEXANDRA"
"804","M157","The Urban Assembly School for Global Commerce","High school","2005 MADISON AVENUE","NY","-73.938714","40.807019","Central Harlem North-Polo Grounds","212-831-5201","212-831-5206","NULL"
"805","M158","P.S. 158 Bayard Taylor","Elementary","1458 YORK AVENUE","NY","-73.950745","40.770215","Lenox Hill-Roosevelt Island","212-744-6562","212-772-8424","CHUMNEY, DONALDA"
"806","M161","P.S. 161 Pedro Albizu Campos","K-8","499 WEST 133 STREET","NY","-73.952476","40.817719","Manhattanville","212-690-5945","917-507-0524","RUX, DANIKA"
"807","M162","PS 162m","Ungraded","34 WEST 118 STREET","NY","-73.9467","40.8025","Central Harlem South","212-410-5202","212-427-8740","NULL"
"808","M163","P.S. 163 Alfred E. Smith","Elementary","163 WEST  97 STREET","NY","-73.96847","40.795163","Upper West Side","212-678-2854","212-678-2856","LOUGHLIN, CHRISTINE"
"809","M164","JHS 164 Edward W Stitt","Junior High-Intermediate-Middle","401 WEST 164 STREET","NY","-73.9373","40.8366","Washington Heights South","212-927-8380","212-923-6929","Martha Madera"
"810","M165","P.S. 165 Robert E. Simon","K-8","234 WEST 109 STREET","NY","-73.965949","40.802653","Morningside Heights","212-678-2873","212-222-6700","LOUGHLIN, CHRISTINE"
"811","M166","P.S. 166 The Richard Rodgers School of The Arts an","Elementary","132 WEST  89 STREET","NY","-73.972557","40.788925","Upper West Side","212-678-2829","212-579-4542","LOUGHLIN, CHRISTINE"
"812","M167","J.H.S. 167 Robert F. Wagner","Junior High-Intermediate-Middle","220 EAST  76 STREET","NY","-73.957827","40.771541","Lenox Hill-Roosevelt Island","212-535-8610","212-472-9385","CHUMNEY, DONALDA"
"813","M168","East Harlem Scholars Academy Charter School II","Elementary","1573 MADISON AVENUE","NY","-73.948488","40.793649","East Harlem South","212-348-2518","212-348-2848","NULL"
"814","M169","P.S. M169 - Robert F. Kennedy","K-12 all grades","110 EAST  88 STREET","NY","-73.955594","40.780798","Upper East Side-Carnegie Hill","212-348-6140","212-996-8245","LOUISSAINT, KETLER"
"815","M170","Success Academy Hell's Kitchen (Manhattan 2)","Elementary","439 WEST 49TH STREET","NY","-73.990318","40.763655","Clinton","646-790-2153","646-304-5660","NULL"
"816","M171","P.S. 171 Patrick Henry","K-8","19 EAST 103 STREET","NY","-73.951425","40.792302","East Harlem South","212-860-5801","212-860-6079","ESTRELLA, ALEXANDRA"
"817","M172","Powell M.S. for Law & Social Justice","Junior High-Intermediate-Middle","509 WEST 129 STREET","NY","-73.9553","40.8153","Manhattanville","212-690-5977","212-690-5980","Gale Reeves"
"818","M173","P.S. 173","Elementary","306 FORT WASHINGTON AVENUE","NY","-73.939785","40.845459","Washington Heights South","212-927-7850","212-740-0905","RAMIREZ, MANUEL"
"819","M174","Success Academy Union Square (Manhattan 1)","K-8","40 IRVING PLACE","NY","-73.987064","40.735361","Gramercy","646-790-2161","646-514-5551","NULL"
"820","M175","P.S. 175 Henry H Garnet","Elementary","175 WEST 134 STREET","NY","-73.942706","40.814388","Central Harlem North-Polo Grounds","212-283-0426","212-286-6319","RUX, DANIKA"
"821","M176","PS 176","Elementary","4862 BROADWAY","NY","-73.924","40.8667","Marble Hill-Inwood","212-569-0290","212-569-7765","Martha Madera"
"822","M177","Yorkville East Middle School","Junior High-Intermediate-Middle","1458 YORK AVENUE","NY","-73.950745","40.770215","Lenox Hill-Roosevelt Island","917-432-5413","917-432-5418","CHUMNEY, DONALDA"
"823","M178","Professor Juan Bosch Public School","Elementary","12-18 ELLWOOD STREET","NY","-73.928301","40.85924","Washington Heights North","212-569-0327","212-569-0389","RAMIREZ, MANUEL"
"824","M180","P.S. 180 Hugo Newman","K-8","370 WEST 120TH STREET","NY","-73.955861","40.80757","Central Harlem South","212-678-2849","212-665-1572","LOUGHLIN, CHRISTINE"
"825","M182","The Bilingual Bicultural School","Elementary","219 EAST 109 STREET","NY","-73.941955","40.793363","East Harlem North","212-860-6031","212-860-4536","ESTRELLA, ALEXANDRA"
"826","M183","P.S. 183 Robert L. Stevenson","Elementary","419 EAST  66 STREET","NY","-73.957731","40.763804","Lenox Hill-Roosevelt Island","212-734-7719","212-861-8314","CHUMNEY, DONALDA"
